AccelerationX;AccelerationY;AccelerationZ
0.910645;-0.063965;0.333008
0.958496;-0.058594;0.394531
0.986816;-0.038086;0.404297
0.936035;-0.048828;0.324707
0.962402;-0.067383;0.341309
1.009277;0.000000;0.371582
0.967285;0.041992;0.379395
0.936523;-0.018555;0.300293
0.983887;0.031250;0.314453
1.031738;0.022461;0.298340
1.041992;0.052734;0.288574
0.940430;0.039551;0.244629
0.999512;0.066406;0.304199
1.015137;0.035645;0.264160
0.978516;0.045410;0.258789
1.000488;0.183105;0.260742
0.975098;0.234375;0.256836
0.995605;0.231445;0.286133
0.933594;0.272461;0.350586
0.946289;0.279785;0.363281
0.922363;0.312500;0.377441
0.921387;0.331055;0.320313
0.960938;0.363770;0.325195
0.896973;0.352051;0.378906
0.854004;0.369141;0.387207
0.850586;0.441406;0.435059
0.772949;0.415039;0.381836
0.741699;0.427246;0.406738
0.635254;0.589355;0.445801
0.634766;0.701660;0.472168
0.595215;0.628418;0.415039
0.601074;0.728516;0.442383
0.501465;0.778809;0.457520
0.387207;0.805664;0.463867
0.368652;0.853516;0.451660
0.333496;0.812988;0.491211
0.408203;1.045898;0.496094
0.311035;0.839844;0.334961
0.159180;0.923828;0.306641
0.219238;0.913086;0.146484
-0.060059;0.962891;0.263672
0.083496;1.017090;0.424316
0.115234;1.130371;0.514648
0.150391;1.032227;0.374023
0.015137;0.932617;0.485840
0.179687;1.143555;0.712891
0.250000;1.123535;0.734863
0.323730;0.962891;0.669922
0.523926;0.728027;0.434570
0.158203;0.351563;0.316406
-0.094238;0.655273;0.357910
-0.318848;0.385254;0.338867
-0.198242;0.378906;0.481445
-0.101074;0.087891;0.731445
-0.162598;0.556641;1.264160
-0.175781;0.483398;1.132813
-0.236328;0.272461;0.840332
-0.266113;0.269043;0.796387
-0.254395;0.150391;0.889648
-0.187500;0.202148;0.971680
-0.124023;0.151367;1.000977
-0.217285;0.180176;0.919434
-0.250000;0.179687;0.904297
-0.149902;0.124023;0.955566
-0.187012;0.024902;0.946777
-0.260742;0.072266;0.939453
-0.280273;0.118164;0.901367
-0.292969;0.071289;0.933594
-0.278320;0.107910;0.961914
-0.296387;0.091797;0.931641
-0.256836;-0.077148;0.892578
-0.247070;-0.031250;0.949219
-0.252930;-0.122559;0.891113
-0.341797;-0.150879;0.844238
-0.373047;-0.132324;0.880371
-0.449219;-0.187012;0.844238
-0.547852;-0.269531;0.790039
-0.500488;-0.196289;0.853027
-0.467285;-0.141113;0.775879
-0.536621;-0.246094;0.766113
-0.519043;-0.218750;0.826660
-0.525879;-0.247559;0.770508
-0.535645;-0.206543;0.817871
-0.564453;-0.220215;0.793457
-0.561035;-0.243164;0.747070
-0.534668;-0.208984;0.787109
-0.522461;-0.198242;0.819824
-0.488281;-0.215820;0.802734
-0.480469;-0.222168;0.816406
-0.492676;-0.264160;0.808105
-0.533691;-0.256348;0.779297
-0.530762;-0.206055;0.813965
-0.497070;-0.145020;0.852539
-0.465820;-0.146973;0.813477
-0.438965;-0.127930;0.823242
-0.359863;-0.074219;0.865723
-0.379395;-0.047852;0.883301
-0.347656;0.010742;0.904785
-0.332031;-0.032227;0.896484
-0.259766;0.022461;0.862793
-0.226562;0.120605;0.892090
-0.220215;0.193359;0.916016
-0.212891;0.176270;0.913574
-0.159668;0.189453;0.878906
-0.074219;0.284668;0.892090
-0.005859;0.307617;0.866699
-0.052246;0.334473;0.886719
-0.011230;0.414062;0.856934
0.033203;0.511230;0.819824
-0.012695;0.517578;0.830566
0.103516;0.553223;0.840820
0.109863;0.704590;0.760254
0.062012;0.654785;0.763184
-0.000977;0.592773;0.729004
0.021973;0.645020;0.718262
0.028320;0.664062;0.681152
0.107422;0.739746;0.658203
0.135742;0.793945;0.637695
0.113770;0.805176;0.604980
0.232422;1.005859;0.525391
0.236816;0.971191;0.477051
0.274902;0.889648;0.391113
0.231934;0.866699;0.383301
0.156738;0.831543;0.387695
