AccelerationX;AccelerationY;AccelerationZ
-0.864258;-0.130859;0.312012
-0.887207;-0.123047;0.284180
-0.914062;-0.125977;0.308594
-0.867676;-0.121094;0.303223
-0.912598;-0.076660;0.386719
-0.911621;-0.051758;0.322754
-0.859375;-0.083496;0.311523
-0.871094;-0.135742;0.305664
-0.879395;-0.093750;0.320801
-0.917969;-0.084961;0.333496
-0.869141;-0.075195;0.328125
-0.855469;-0.059570;0.355469
-0.877441;-0.073242;0.343262
-0.897461;-0.066406;0.375977
-0.875488;-0.060059;0.365723
-0.891113;-0.061523;0.366699
-0.874512;-0.073242;0.350586
-0.853027;-0.064941;0.361328
-0.869141;-0.048340;0.352051
-0.864258;-0.012695;0.385742
-0.857422;0.013672;0.384766
-0.836426;0.030273;0.389160
-0.813477;0.056641;0.416016
-0.808594;0.092285;0.420410
-0.793457;0.128906;0.428223
-0.786621;0.142578;0.459473
-0.787109;0.185547;0.499023
-0.821289;0.198242;0.486328
-0.766602;0.275391;0.472168
-0.725586;0.294922;0.480469
-0.728516;0.380371;0.562012
-0.649414;0.348145;0.467773
-0.566406;0.482910;0.546875
-0.554687;0.600586;0.555664
-0.505859;0.684570;0.606445
-0.489746;0.676758;0.560547
-0.354004;0.723633;0.546875
-0.385742;0.859375;0.557129
-0.281738;0.781738;0.583008
-0.181152;0.849609;0.595703
-0.193359;0.843750;0.516602
-0.017090;0.862793;0.512207
0.146973;0.865234;0.503906
0.046875;0.859375;0.582031
0.001953;0.876465;0.518555
-0.109863;0.807617;0.565430
-0.034668;0.877930;0.658691
-0.037109;0.848633;0.649414
-0.020020;0.835449;0.715820
-0.040527;0.790527;0.768066
-0.003418;0.710449;0.702637
-0.015625;0.761230;0.754883
-0.017090;0.560547;0.696777
-0.008789;0.490234;0.823730
0.063965;0.545898;0.835937
0.164062;0.449707;0.840820
0.218750;0.332031;0.906250
0.230957;0.300293;0.893555
0.196289;0.360840;0.949707
0.292969;0.310059;0.837891
0.278809;0.179199;0.891602
0.299805;0.071289;1.006348
0.418945;-0.028320;0.755371
0.368164;-0.026855;0.877930
0.381836;-0.112305;0.894531
0.376465;-0.182129;0.858887
0.398438;-0.156250;0.829102
0.421875;-0.106934;0.880859
0.414551;-0.098145;0.920898
0.402832;-0.054199;0.899414
0.458008;-0.022461;0.909180
0.437500;-0.029785;0.930176
0.430176;-0.027832;0.926758
0.464355;-0.039551;0.916504
0.426270;-0.044434;0.921875
0.429688;-0.078125;0.909668
0.512207;-0.098145;0.914551
0.519043;-0.187012;0.859863
0.502930;-0.231934;0.829590
0.472656;-0.255859;0.825684
0.491699;-0.320801;0.793945
0.515625;-0.339844;0.784180
0.545898;-0.344727;0.812012
0.603027;-0.336426;0.752930
0.582520;-0.326172;0.774902
0.605957;-0.315430;0.770996
0.569336;-0.324219;0.791504
0.581543;-0.331543;0.785156
0.584473;-0.375000;0.741699
0.613281;-0.426758;0.696777
0.606445;-0.439941;0.701660
0.612305;-0.448730;0.691895
0.644043;-0.452148;0.696777
0.613770;-0.433594;0.685059
0.634277;-0.389160;0.712402
0.627441;-0.389648;0.713867
0.616699;-0.404297;0.745605
0.615234;-0.413086;0.713867
0.593262;-0.382324;0.732910
0.560059;-0.378906;0.751465
0.562988;-0.346191;0.728027
0.538086;-0.307617;0.766602
0.541504;-0.294434;0.773437
0.579590;-0.306641;0.739258
0.538086;-0.291992;0.724121
0.496582;-0.200195;0.726562
0.454590;-0.049316;0.795410
0.419922;0.187012;0.956543
0.387695;0.127441;1.025391
0.354004;0.105469;0.889648
0.268555;0.233887;0.929199
0.238770;0.302734;0.982422
0.169922;0.300293;0.939941
0.153320;0.367676;0.894531
0.154785;0.423340;0.946289
0.175781;0.306641;0.834473
0.210449;0.285645;0.816895
0.128418;0.375000;0.907715
0.164062;0.465820;0.815430
0.203613;0.543457;0.812012
0.042969;0.639160;0.918945
-0.012207;0.592773;0.890137
0.016602;0.530273;0.741699
-0.218750;0.624023;0.746582
