AccelerationX;AccelerationY;AccelerationZ
-0.899902;-0.324707;0.078613
-0.938477;-0.305664;0.070312
-0.960449;-0.356934;0.087891
-0.893066;-0.335938;-0.051758
-0.787109;-0.275879;-0.056152
-0.867188;-0.351074;0.132324
-0.862793;-0.381348;0.058105
-0.934082;-0.361328;0.010254
-0.839844;-0.366699;0.086914
-0.888672;-0.346680;0.140625
-0.860840;-0.374023;0.063477
-0.882812;-0.340820;0.114258
-0.951172;-0.345703;0.158203
-0.915039;-0.341309;0.137207
-0.872070;-0.373047;0.183594
-0.876953;-0.374512;0.116211
-0.862305;-0.380371;0.083008
-0.882324;-0.359375;0.106445
-0.885254;-0.366211;0.118652
-0.887207;-0.385254;0.091309
-0.888672;-0.372070;0.132812
-0.901855;-0.383789;0.163086
-0.892578;-0.387695;0.179199
-0.857910;-0.402832;0.131348
-0.873047;-0.424805;0.156250
-0.856445;-0.416992;0.160156
-0.855957;-0.391113;0.166016
-0.854004;-0.393066;0.172363
-0.820312;-0.405273;0.217773
-0.816895;-0.437988;0.282715
-0.792969;-0.455566;0.325684
-0.717285;-0.436035;0.454102
-0.768555;-0.430664;0.254883
-0.646973;-0.515625;0.387207
-0.682617;-0.516602;0.409180
-0.614746;-0.483887;0.496582
-0.518555;-0.450195;0.648926
-0.467773;-0.433594;0.647949
-0.419922;-0.534668;0.734375
-0.623047;-0.563965;0.729004
-0.337891;-0.397949;0.831055
-0.251953;-0.323730;0.874512
-0.193848;-0.390625;0.780273
-0.072266;-0.424316;0.868164
0.020508;-0.432129;0.764160
0.023926;-0.384277;1.128418
0.143555;-0.391602;0.814453
0.295898;-0.328613;1.153809
0.321289;-0.356445;0.885254
0.540039;-0.188965;1.004883
0.505859;-0.286133;0.694824
0.778809;-0.241699;0.645020
0.265625;-0.317871;1.129883
0.254395;-0.407715;0.951172
0.426270;-0.420410;0.877930
0.230957;-0.441895;0.765625
0.137207;-0.505371;0.829102
0.109863;-0.509277;0.964356
0.256836;-0.381836;0.838379
0.253906;-0.390137;0.895020
0.262695;-0.330566;0.919434
0.262207;-0.285156;0.950195
0.211426;-0.332031;0.937988
0.183594;-0.382813;0.930176
0.219727;-0.394531;0.918457
0.264648;-0.396484;0.884277
0.287109;-0.380859;0.889648
0.226562;-0.380371;0.900879
0.231934;-0.385742;0.898437
0.256348;-0.385742;0.921387
0.248535;-0.391602;0.910645
0.262207;-0.398438;0.886230
0.253906;-0.412109;0.872070
0.246582;-0.399902;0.882324
0.226074;-0.395508;0.906250
0.205566;-0.356445;0.908691
0.240723;-0.362793;0.934570
0.249023;-0.369629;0.906250
0.247559;-0.362793;0.907715
0.248535;-0.361328;0.916016
0.235840;-0.371582;0.908691
0.228027;-0.373535;0.896973
0.216797;-0.359863;0.873535
0.230957;-0.358398;0.923828
0.226562;-0.363770;0.944824
0.221191;-0.388672;0.942871
0.202637;-0.428223;0.831543
0.192383;-0.377930;0.904297
0.162109;-0.361816;0.989746
0.089844;-0.385254;0.928223
0.145508;-0.333008;0.932129
0.143066;-0.344727;0.945801
0.192383;-0.345215;0.856445
0.167480;-0.373535;0.951172
0.107910;-0.409180;0.943359
0.188965;-0.466309;0.850586
0.389160;-0.446289;0.843262
0.366211;-0.437500;0.875488
0.499023;-0.388184;0.893555
0.464355;-0.255371;0.907715
0.408203;-0.377930;0.903809
0.345703;-0.519043;0.820801
0.220215;-0.472168;0.793457
0.034668;-0.591797;0.857910
0.052246;-0.506348;0.793945
-0.081055;-0.468262;0.929199
-0.204590;-0.531250;0.706543
-0.197754;-0.517090;0.823730
-0.292969;-0.547852;0.711914
-0.320313;-0.579102;0.740234
-0.394043;-0.575195;0.642578
-0.428223;-0.594727;0.642578
-0.450684;-0.580078;0.668457
-0.515625;-0.556641;0.590820
-0.508789;-0.579102;0.588867
-0.554199;-0.550293;0.539551
-0.565918;-0.564941;0.520508
-0.604492;-0.600586;0.508789
-0.636230;-0.524414;0.439453
-0.672852;-0.520996;0.460449
-0.750488;-0.474609;0.400391
-0.746094;-0.449707;0.398438
-0.736816;-0.421387;0.413086
-0.797363;-0.427246;0.389160
-0.790527;-0.422363;0.339844
