AccelerationX;AccelerationY;AccelerationZ
1.020508;-0.044434;0.207031
1.007324;-0.040527;0.263672
1.042969;-0.041016;0.166992
1.026855;-0.025391;0.172363
1.019043;-0.033203;0.204102
1.036621;-0.061035;0.187500
1.033203;-0.022949;0.148926
1.028320;-0.020020;0.161621
1.030273;-0.042969;0.171387
1.040039;-0.040039;0.157227
1.023438;-0.025391;0.174805
1.037109;-0.037598;0.160645
1.025879;-0.034668;0.167480
1.035156;-0.019043;0.158691
1.041504;-0.037598;0.150879
1.008789;-0.019043;0.165039
1.045898;-0.036621;0.144531
1.036621;-0.032227;0.167969
1.031738;-0.033203;0.155273
1.034668;-0.031250;0.149902
1.024902;-0.028809;0.157715
1.038086;-0.029297;0.152832
1.029297;-0.019043;0.152832
1.045410;-0.020996;0.135742
1.035156;-0.019531;0.154785
1.040527;-0.020508;0.156250
1.031250;-0.032227;0.155273
1.036621;-0.016113;0.145996
1.027344;-0.024414;0.157227
1.027344;-0.012695;0.156250
1.023438;-0.032715;0.165527
1.037109;-0.019043;0.134277
1.066895;-0.012207;0.134277
1.030273;-0.005859;0.130859
1.042969;-0.004395;0.121582
1.037109;0.002930;0.137207
1.032227;-0.002930;0.137695
1.039063;-0.012207;0.139160
1.038574;-0.003418;0.129883
1.037109;-0.004395;0.150391
1.041504;0.000488;0.136719
1.036133;-0.008789;0.141602
1.029297;0.000977;0.146484
1.040039;-0.015625;0.132324
1.038574;-0.002930;0.143555
1.034668;-0.005371;0.143555
1.034668;-0.005371;0.135254
1.039063;-0.010254;0.142578
1.036133;-0.004883;0.138672
1.040527;-0.008789;0.136719
1.032227;-0.009277;0.141113
1.035645;-0.002441;0.139648
1.040039;-0.007813;0.146484
1.034180;-0.003906;0.131348
1.032227;-0.011230;0.141602
1.035645;0.002441;0.136719
1.041992;-0.006348;0.131836
1.039063;-0.006836;0.139648
1.039551;-0.002930;0.138672
1.035645;-0.005859;0.136719
1.045898;-0.006348;0.136719
1.034180;-0.005859;0.140625
1.041992;-0.004395;0.142578
1.039063;-0.010254;0.136230
1.037598;-0.000977;0.132812
1.037109;-0.003418;0.143066
1.040039;-0.005371;0.129395
1.041992;-0.007324;0.134277
1.027344;-0.004883;0.138184
1.040527;-0.007813;0.132812
1.037109;-0.005859;0.131348
1.039551;-0.003906;0.142090
1.038574;-0.008301;0.137207
1.037109;-0.000977;0.137695
1.036621;-0.005371;0.139648
1.044434;-0.003906;0.137695
1.033203;-0.003906;0.136719
1.033203;-0.001465;0.131836
1.040527;0.001953;0.145020
1.034668;-0.005371;0.129883
1.043945;0.001465;0.134277
1.029297;-0.004395;0.135254
1.036621;0.005859;0.132812
1.036133;-0.002930;0.137695
1.042969;-0.001465;0.134766
1.037109;0.000977;0.130371
1.035156;0.002441;0.130371
1.031738;0.003906;0.135742
1.039063;-0.006348;0.126953
1.038086;0.005371;0.132812
1.040527;-0.002441;0.130859
1.042969;0.002930;0.131348
1.038086;-0.002441;0.129395
1.042969;-0.001465;0.126465
1.033691;-0.005371;0.128418
1.038574;-0.000977;0.126953
1.045410;-0.008301;0.126953
1.040039;0.004395;0.129883
1.040527;-0.003418;0.129395
1.033203;0.000488;0.124023
1.041992;-0.005371;0.129883
1.038086;-0.000977;0.126465
1.042969;-0.002441;0.125488
1.042969;-0.002441;0.125488
1.036133;-0.001465;0.131836
1.039063;-0.004883;0.123047
1.039063;-0.004883;0.123047
1.038574;-0.004395;0.135254
1.038574;-0.004395;0.135254
1.046387;0.004395;0.125000
1.031250;-0.005859;0.133301
1.046387;0.004395;0.125000
1.031250;-0.005859;0.133301
1.031250;-0.005859;0.133301
1.035156;0.000977;0.125977
1.038574;-0.003906;0.128418
1.039063;0.002930;0.137207
1.039063;-0.004395;0.125488
1.037109;0.002930;0.128906
1.037109;0.002930;0.128906
1.041016;0.002441;0.132812
1.039551;-0.004883;0.130859
1.036133;0.001953;0.128418
1.037598;0.005371;0.134766
1.043457;0.004395;0.129395
1.034668;-0.002441;0.132324
1.043457;0.008789;0.123535
1.034668;0.000000;0.133789
1.033691;0.002930;0.127441
1.041992;0.000488;0.128906
1.040527;0.004883;0.134766
1.034668;0.000977;0.133301
