AccelerationX;AccelerationY;AccelerationZ
-0.770508;-0.538086;0.195312
-0.782715;-0.442871;0.371094
-0.727051;-0.547363;0.357910
-0.824219;-0.467773;0.159180
-0.772949;-0.589844;0.255859
-0.819336;-0.368164;0.467773
-0.749512;-0.435547;0.381836
-0.780273;-0.354492;0.326172
-0.790039;-0.447754;0.260254
-0.763184;-0.410645;0.279785
-0.817871;-0.341797;0.396973
-0.786621;-0.390625;0.302734
-0.763672;-0.357910;0.406738
-0.834961;-0.421875;0.359863
-0.817871;-0.474609;0.187988
-0.791504;-0.440918;0.187500
-0.853027;-0.456055;0.122070
-0.905273;-0.374023;0.195312
-1.046387;-0.452148;0.073242
-0.927246;-0.494629;-0.026855
-0.878418;-0.403809;0.026367
-0.794434;-0.318848;0.024902
-0.898926;-0.351074;-0.120117
-0.885742;-0.303711;-0.077637
-0.857910;-0.309082;-0.069824
-0.889648;-0.377930;-0.088379
-0.882324;-0.382324;-0.037598
-0.841797;-0.299316;-0.038574
-0.856445;-0.267090;-0.076660
-0.885254;-0.323730;-0.097656
-0.867188;-0.225586;0.047852
-0.919434;-0.250977;0.002930
-0.960938;-0.342773;-0.052734
-0.869141;-0.188477;0.095215
-0.968750;-0.344238;-0.010742
-0.871582;-0.310059;0.003906
-0.999512;-0.442383;-0.066406
-1.075684;-0.484375;-0.227539
-0.830078;-0.548340;-0.369141
-0.860352;-0.502441;0.098633
-0.941406;-0.380859;0.093750
-0.933594;-0.401855;0.012695
-0.912598;-0.365234;0.082520
-0.861816;-0.323730;0.060059
-0.825195;-0.391602;0.049316
-0.813477;-0.363770;0.066406
-0.820312;-0.363770;0.102539
-0.802734;-0.339844;0.135254
-0.878418;-0.267090;0.253418
-0.929199;-0.220215;0.348145
-0.946289;-0.149414;0.383301
-0.940918;-0.245117;0.377441
-0.793945;-0.287109;0.328125
-0.605957;-0.294434;0.263184
-0.197266;-0.018066;-0.023437
-0.051270;0.023926;0.003418
0.027832;0.027344;-0.090820
0.007813;0.022461;-0.040039
0.014648;0.052734;-0.004395
0.051270;0.082520;-0.010254
0.091797;0.105469;-0.053223
0.147461;0.117676;-0.131348
0.053223;-0.090332;-0.337891
0.224609;0.717773;1.469238
-4.724121;7.593262;-9.060059
-0.359863;0.682129;-0.991699
-0.082031;0.197754;-0.024902
-0.157227;0.003906;0.137695
-0.254395;-0.104980;0.238770
-0.272949;0.021973;0.252930
-0.264648;0.321777;0.146973
-0.751465;0.175293;-5.003418
-1.687988;0.507324;-0.985352
-0.081543;-0.010254;-0.199219
-0.002441;-0.038574;-0.037109
-1.016113;0.910645;-2.202148
-0.192383;0.281250;-0.390625
-0.829102;0.119629;-0.692871
-0.671875;0.097656;-0.488770
-0.961426;0.162109;-0.403809
-0.816406;0.092773;-0.307617
-0.879883;0.118164;-0.333984
-0.895020;0.126465;-0.382813
-0.850586;0.127930;-0.408203
-0.847656;0.132812;-0.445801
-0.837891;0.135742;-0.465332
-0.830566;0.135254;-0.476074
-0.825684;0.134766;-0.483887
-0.821777;0.139160;-0.488770
-0.812988;0.141602;-0.494141
-0.812012;0.139648;-0.503418
-0.810547;0.142578;-0.512207
-0.804687;0.142090;-0.518555
-0.802246;0.144043;-0.521484
-0.799316;0.144043;-0.524414
-0.796875;0.142578;-0.525391
-0.801758;0.145508;-0.531738
-0.795410;0.145020;-0.533691
-0.789062;0.142090;-0.531738
-0.789551;0.142090;-0.541992
-0.786133;0.145020;-0.549805
-0.782715;0.145508;-0.554199
-0.775879;0.146484;-0.562500
-0.768555;0.145508;-0.568848
-0.764160;0.148437;-0.578613
-0.759766;0.149902;-0.590820
-0.748047;0.147949;-0.600586
-0.741211;0.150391;-0.608887
-0.734375;0.151367;-0.619629
-0.728027;0.154785;-0.631348
-0.713379;0.154297;-0.646484
-0.691406;0.156738;-0.664551
-0.673340;0.159180;-0.690430
-0.644043;0.166992;-0.728027
-0.616211;0.175293;-0.762207
-0.610840;0.172363;-0.750000
-0.619141;0.165039;-0.736328
-0.616211;0.171875;-0.750488
-0.617676;0.172852;-0.748535
-0.619141;0.170410;-0.747070
-0.610840;0.172363;-0.747070
-0.611816;0.170410;-0.747070
-0.615723;0.171387;-0.745605
-0.615723;0.175293;-0.750000
