AccelerationX;AccelerationY;AccelerationZ
-0.895996;-0.298340;0.089355
-0.893066;-0.369141;0.036621
-0.918945;-0.307129;0.117187
-0.983887;-0.324707;0.159668
-1.002930;-0.291016;0.177246
-0.927246;-0.278320;0.142090
-1.017090;-0.296387;0.168457
-0.901367;-0.432129;0.106445
-0.816406;-0.475586;0.119141
-0.816406;-0.416992;0.210449
-0.897949;-0.266602;0.397949
-0.915039;-0.411133;0.280273
-0.790527;-0.279785;0.249512
-0.798340;-0.250488;0.192871
-0.695312;-0.277344;0.265137
-0.812988;-0.259766;0.312988
-0.829590;-0.243164;0.416504
-0.848144;-0.215332;0.448730
-0.824219;-0.125977;0.603516
-0.874023;-0.177246;0.455078
-0.773926;-0.142578;0.510742
-0.805664;-0.346191;0.512695
-0.692871;-0.330078;0.185547
-0.815430;-0.446289;-0.025879
-0.996094;-0.240234;0.271973
-0.445312;0.057617;0.549805
0.021973;0.114746;0.078125
-0.020508;0.190918;0.193848
-0.070801;0.216309;0.053223
-0.153320;0.177246;-0.089844
-0.119141;0.116211;-0.205566
-0.012207;0.093750;-0.192871
0.145508;0.153320;-0.157715
0.238281;0.279297;-0.185547
0.083008;0.298340;-0.126953
-2.643066;0.996582;4.121582
-0.163086;0.136230;-0.125000
-0.054687;-0.052246;-0.152344
-0.085449;-0.078613;-0.130859
-0.039063;-0.011230;0.021484
-1.676758;-1.503906;4.888672
-0.228027;-0.325684;0.119629
0.746582;0.055664;0.112305
-0.491211;-0.279785;1.337402
-0.027344;0.017090;0.998047
-0.162598;-0.096680;1.027832
-0.136230;-0.089355;0.987793
-0.124023;-0.087402;0.977539
-0.118652;-0.080078;0.981445
-0.115234;-0.077148;0.976562
-0.114746;-0.076172;0.977539
-0.115723;-0.076660;0.982422
-0.105957;-0.071289;0.974609
-0.111328;-0.072266;0.980469
-0.109375;-0.069824;0.977539
-0.108398;-0.066406;0.983398
-0.108887;-0.060547;0.983398
-0.104980;-0.052734;0.986816
-0.093750;-0.042480;0.981934
-0.076660;-0.030273;0.981934
-0.060059;0.014160;0.970215
-0.044922;-0.032715;0.977539
-0.066895;-0.010742;0.975098
-0.075195;-0.032227;0.967773
-0.097656;-0.040039;0.977051
-0.083496;-0.023437;0.983398
-0.068359;-0.031738;0.984863
-0.074219;-0.018066;0.967285
-0.082031;-0.022949;0.984375
-0.081543;-0.020996;0.987793
-0.084961;-0.022949;0.983398
-0.081543;-0.022949;0.980957
-0.083008;-0.029297;0.981934
-0.115234;-0.024902;0.967773
-0.101563;-0.051758;1.000488
-0.008301;-0.025391;0.929199
-0.005371;-0.044434;1.026367
0.014160;-0.042480;0.990723
0.001465;-0.038574;0.983398
0.007324;-0.042480;0.989258
0.001953;-0.048828;0.988770
-0.001465;-0.044434;0.991699
-0.000977;-0.048340;0.990723
0.000977;-0.045898;0.990723
0.000488;-0.046875;0.987305
0.004395;-0.048828;0.992676
0.007324;-0.052246;0.991699
0.007324;-0.049805;0.996094
0.003906;-0.045898;0.985840
0.002930;-0.056641;0.985352
0.009277;-0.058105;0.974121
0.016602;-0.048340;0.981445
0.014160;-0.053223;0.995117
0.012207;-0.048340;0.995117
0.005859;-0.048340;0.987793
0.013672;-0.049805;0.994629
0.005371;-0.051758;0.987305
0.012695;-0.051758;0.989746
0.012207;-0.050781;0.990723
0.020020;-0.048340;0.981445
0.006836;-0.049316;1.001465
0.000000;-0.047852;0.990234
-0.000488;-0.047852;0.994141
-0.030762;-0.040039;0.989746
-0.023926;-0.044922;0.996094
-0.025391;-0.043945;0.991699
0.108887;-0.082031;0.915039
-0.050293;-0.029785;0.961914
0.054199;-0.075195;0.915527
-0.022949;-0.044922;0.974121
-0.008789;-0.051758;0.968262
-0.027344;-0.040527;1.007813
-0.019531;-0.042969;0.981934
-0.054199;-0.043945;1.003906
-0.112305;-0.037598;0.945312
0.155273;0.009277;1.033203
-0.022949;-0.040527;0.983887
-0.034668;-0.071777;0.996582
-0.007813;-0.057129;0.978516
0.026367;-0.001953;1.014648
-0.140625;-0.039551;1.005371
-0.082031;-0.125488;1.093750
-0.242188;-0.107910;0.970215
-0.282227;-0.166992;0.949219
