AccelerationX;AccelerationY;AccelerationZ
-0.981445;-0.106934;0.123535
-0.926758;-0.165039;0.133789
-0.953613;-0.135742;0.094727
-0.899414;-0.088379;0.104004
-0.941406;-0.103027;0.140625
-0.923828;-0.154785;0.167969
-0.921875;-0.139648;0.168945
-0.931152;-0.150391;0.167969
-0.927246;-0.155273;0.168945
-0.920410;-0.151855;0.148926
-0.910156;-0.152344;0.143066
-0.906738;-0.115234;0.115723
-0.896973;-0.126465;0.152344
-0.915527;-0.135254;0.162109
-0.898926;-0.148437;0.117676
-0.975586;-0.156250;0.125488
-0.933594;-0.139160;0.119141
-0.915039;-0.141113;0.085937
-0.969727;-0.140625;0.063477
-1.059082;-0.134766;0.083984
-1.130371;-0.102051;-0.086426
-1.194824;-0.096680;-0.091309
-1.182129;-0.009277;-0.024902
-0.855957;0.029785;-0.084961
-0.810059;0.043457;0.043457
-0.919434;0.043457;0.083496
-0.861328;0.074219;0.070801
-0.799805;0.081543;0.064941
-0.820312;0.060059;0.094238
-0.868164;0.040039;0.157227
-0.920898;0.032227;0.183105
-0.883789;0.037109;0.223633
-0.907227;0.026855;0.232910
-0.935547;0.028320;0.281250
-0.893555;0.021484;0.255859
-0.932129;0.020996;0.301758
-1.030762;0.034180;0.253906
-1.125977;0.114746;0.047363
-1.160645;0.150879;-0.033203
-1.011230;0.072754;-0.138184
-0.858887;0.012695;-0.080566
-0.961426;-0.022461;-0.132812
-0.960449;-0.045410;-0.146973
-0.965332;-0.054199;-0.164551
-0.964844;-0.055664;-0.192383
-0.789062;-0.062012;-0.131836
-0.818359;0.073730;-0.067871
-0.872559;-0.032227;-0.165527
-0.854004;0.025391;-0.358887
-0.599609;0.259277;-0.244141
-0.420898;-0.185059;-0.616211
-0.504395;0.220703;-0.001465
-0.882324;-0.022949;0.042969
-0.110352;0.096680;-0.116211
0.042480;0.182617;-0.097168
0.075195;0.255859;-0.025879
0.064941;0.239258;0.071289
0.039063;0.149414;0.137695
0.009766;-0.049805;0.089844
-0.865723;-0.951172;-0.772949
-3.873535;-11.073242;-6.191895
-0.691895;1.801270;0.310059
-0.483887;0.723145;0.433105
-0.738770;0.771973;-0.340820
-0.335938;0.936523;-0.533691
0.149902;0.568359;-0.425293
-0.637207;3.262207;-0.842773
-2.115234;-1.385254;0.098145
0.022461;-0.302734;-0.250977
0.497559;-0.500977;1.751953
0.442383;-0.164062;0.410645
0.422852;0.097168;0.994629
0.342285;0.186035;1.038574
0.333008;0.225098;1.007324
0.149902;0.146484;1.037109
-0.040527;0.001465;0.998047
-0.078613;-0.011719;0.984863
-0.078613;-0.012695;0.982422
-0.056641;-0.008301;0.982910
-0.067383;-0.009277;0.990234
-0.024414;-0.000488;0.989258
-0.102051;-0.019531;0.984863
-0.065918;-0.011719;0.986816
-0.059082;-0.009277;0.987793
-0.052734;-0.007813;0.987305
-0.062500;-0.010742;0.989746
-0.059570;-0.011230;0.983398
-0.060059;-0.009277;0.982422
-0.058594;-0.009277;0.988281
-0.060059;-0.009277;0.988281
-0.059570;-0.010254;0.990723
-0.057617;-0.009277;0.987305
-0.059570;-0.009277;0.983887
-0.059570;-0.009766;0.988770
-0.060059;-0.008789;0.989746
-0.059570;-0.009277;0.985840
-0.058594;-0.009277;0.985840
-0.058594;-0.011230;0.988770
-0.060547;-0.009766;0.990234
-0.059570;-0.010742;0.980957
-0.062012;-0.009766;0.986328
-0.059570;-0.008789;0.987793
-0.059570;-0.008789;0.988770
-0.058105;-0.009766;0.990234
-0.056152;-0.009766;0.986816
-0.056152;-0.009766;0.979004
-0.057617;-0.010254;0.975586
-0.062500;-0.008789;1.000977
-0.059082;-0.011230;0.985840
-0.057617;-0.009766;0.988281
-0.058105;-0.009277;0.983398
-0.061035;-0.008301;0.993164
-0.057129;-0.010254;0.984375
-0.057617;-0.010742;0.987793
-0.060059;-0.008789;0.983398
-0.059570;-0.009277;0.994629
-0.058594;-0.009277;0.984863
-0.060059;-0.009766;0.987793
-0.060547;-0.009766;0.988281
-0.058105;-0.009766;0.985840
-0.058105;-0.009766;0.983398
-0.060547;-0.008301;0.990234
-0.060547;-0.010254;0.996582
-0.060059;-0.008789;0.990723
