AccelerationX;AccelerationY;AccelerationZ
0.918945;-0.508789;0.030762
0.937500;-0.490234;0.043457
0.927734;-0.483887;0.053223
0.888184;-0.470215;0.058594
0.965820;-0.551758;-0.083496
0.927734;-0.511719;-0.043945
0.905762;-0.532715;-0.052246
0.888184;-0.508301;-0.031738
0.903809;-0.477051;-0.059570
0.934570;-0.476563;-0.025879
0.945312;-0.450195;-0.038086
0.928711;-0.480469;-0.029297
0.957031;-0.476074;-0.037109
0.987305;-0.501953;-0.028320
0.965820;-0.465820;-0.039551
0.952637;-0.452148;-0.026855
0.953613;-0.458008;-0.034180
0.939941;-0.454102;-0.045410
0.953613;-0.467773;-0.062012
0.945312;-0.441895;-0.056152
0.944824;-0.446777;-0.071777
0.957520;-0.448242;-0.099121
0.939453;-0.450195;-0.082520
0.930664;-0.445312;-0.096680
0.925781;-0.455566;-0.108398
0.912598;-0.427734;-0.124023
0.904297;-0.445312;-0.124512
0.891602;-0.466797;-0.204590
0.926758;-0.537598;-0.112305
0.968262;-0.518066;-0.109863
0.985352;-0.555176;-0.174316
0.915527;-0.494629;-0.186035
0.865234;-0.475098;-0.187012
0.849609;-0.432129;-0.193848
0.842773;-0.420898;-0.207520
0.793457;-0.395508;-0.208984
0.796875;-0.463379;-0.232422
0.771484;-0.495605;-0.144531
0.808594;-0.338379;-0.392090
0.827148;-0.444336;-0.197266
0.833008;-0.402832;-0.262207
0.834961;-0.395508;-0.166016
0.901367;-0.454102;-0.178711
0.939941;-0.296387;-0.435547
1.029297;-0.410156;-0.169922
0.924805;-0.280762;-0.371582
0.945801;-0.422852;-0.046875
1.023926;-0.362793;-0.272461
1.065918;-0.250000;-0.523926
0.980957;-0.312500;-0.257813
0.937988;-0.277832;-0.291504
1.068359;-0.299316;-0.364746
0.940918;-0.279297;-0.476074
0.951660;-0.213379;-0.392090
0.945801;-0.272461;-0.121582
0.939941;-0.136719;-0.252441
1.188477;-0.184082;-0.315430
1.062500;-0.018066;-0.474121
1.080566;-0.166992;-0.174805
1.047363;-0.016602;-0.275391
0.984375;-0.054687;-0.072754
0.899414;0.151855;-0.632324
1.064941;0.095215;-0.645996
1.040039;-0.025879;-0.561523
1.035156;-0.019531;-0.434082
1.085938;-0.036621;-0.369141
1.139160;-0.093750;-0.489746
1.063965;-0.025879;-0.482910
0.961914;-0.105469;-0.425781
0.958984;-0.074707;-0.355469
0.957031;-0.104980;-0.282227
0.985352;-0.104980;-0.345703
0.966309;-0.083984;-0.439941
0.972656;-0.053223;-0.500977
0.998047;-0.077148;-0.430664
0.977051;-0.071289;-0.393066
0.975586;-0.109375;-0.335938
0.999023;-0.075684;-0.332031
0.999512;-0.138184;-0.326660
1.002441;-0.092285;-0.356445
0.987305;-0.119141;-0.329590
1.008301;-0.081055;-0.354980
0.984863;-0.118164;-0.319824
0.995605;-0.057617;-0.285156
1.018555;-0.112305;-0.327148
1.008301;-0.100586;-0.322266
1.003418;-0.065918;-0.360840
1.013672;-0.073730;-0.313477
1.022461;-0.059570;-0.324219
1.002930;-0.104492;-0.303711
1.000977;-0.099609;-0.267578
1.014648;-0.085449;-0.291504
1.025391;-0.099609;-0.319336
1.021484;-0.080078;-0.303711
1.016113;-0.092773;-0.240234
1.009766;-0.112305;-0.227051
1.006348;-0.118652;-0.217285
1.012695;-0.122070;-0.213379
1.040527;-0.115723;-0.238281
1.023438;-0.134277;-0.243652
1.023926;-0.123047;-0.228027
1.022949;-0.130371;-0.230957
1.021484;-0.134766;-0.224609
1.023926;-0.134766;-0.229980
1.022461;-0.142090;-0.216797
1.017090;-0.142090;-0.237305
1.024414;-0.131836;-0.219727
1.006348;-0.138184;-0.231934
1.029297;-0.140137;-0.231445
1.010742;-0.138672;-0.212402
1.021484;-0.134766;-0.233887
1.023438;-0.133789;-0.225586
1.017578;-0.137695;-0.226074
1.024414;-0.146484;-0.232422
1.027832;-0.141602;-0.218750
1.018555;-0.146973;-0.228516
1.028320;-0.138184;-0.227051
1.026367;-0.141113;-0.218750
1.026367;-0.141113;-0.227539
1.013184;-0.150879;-0.217773
1.025391;-0.140137;-0.229492
1.024414;-0.147461;-0.221191
1.026855;-0.154785;-0.212402
1.014160;-0.149902;-0.230469
1.013184;-0.154785;-0.216797
