AccelerationX;AccelerationY;AccelerationZ
0.143555;-1.002441;-0.041992
0.188477;-1.011719;-0.036133
0.203125;-1.011230;-0.046387
0.197754;-0.983887;-0.058105
0.145508;-1.020996;-0.041992
0.134277;-1.012695;-0.035645
0.154297;-1.000488;-0.044434
0.201172;-1.009277;-0.053223
0.220703;-1.009277;-0.062988
0.182129;-1.011230;-0.047363
0.157715;-1.008789;-0.034180
0.156250;-1.006836;-0.024414
0.158691;-1.006348;-0.024414
0.180664;-1.004883;-0.036621
0.168457;-1.018555;-0.052246
0.183594;-1.007324;-0.050293
0.177734;-1.007813;-0.068359
0.152344;-1.009277;-0.069336
0.146973;-1.010254;-0.083496
0.127930;-1.015137;-0.081543
0.137695;-0.998535;-0.080078
0.139160;-1.015137;-0.099609
0.167480;-1.001465;-0.123047
0.168457;-1.017090;-0.183594
0.194336;-1.009277;-0.190430
0.263184;-0.932617;-0.217285
0.309082;-0.927734;-0.268555
0.203613;-0.972168;-0.050293
0.178223;-0.961426;-0.048340
0.275391;-0.974121;-0.112793
0.312500;-0.886719;-0.036133
0.208496;-0.935547;0.020996
0.281738;-0.849121;-0.127930
0.375000;-0.598633;-0.344727
0.361328;-0.751465;-0.150879
0.299805;-0.926270;0.010254
0.219727;-0.875488;0.074707
0.300293;-0.797852;-0.044434
0.416992;-0.795410;0.055176
0.375000;-0.993652;0.252930
0.346680;-0.550781;0.009277
0.362305;-0.841797;0.292969
0.438477;-0.897949;0.109863
0.414551;-0.969238;0.293945
0.398438;-0.743652;0.131348
0.459473;-0.829590;0.352539
0.549316;-0.904785;0.144531
0.447754;-0.828613;0.316406
0.483887;-0.867188;0.325195
0.502930;-0.991699;0.387695
0.414062;-0.717285;0.526367
0.224121;-0.833496;0.277344
0.007813;-0.990723;0.604492
0.114258;-0.778320;1.068359
0.264648;-1.294922;0.908203
-0.294922;-1.432617;1.012695
-0.451660;-1.020996;0.976074
-0.222168;-0.825195;0.774414
-0.180664;-0.665527;0.610352
-0.162109;-0.643555;0.560547
-0.193359;-0.691895;0.672363
-0.161133;-0.663574;0.807129
-0.111328;-0.686523;0.797363
-0.050781;-0.699219;0.791504
-0.014648;-0.712402;0.802246
-0.053711;-0.595703;0.786621
-0.035156;-0.649902;0.827148
0.027832;-0.609863;0.793457
0.118652;-0.590332;0.801270
0.189453;-0.630859;0.742187
0.208008;-0.574707;0.773926
0.165039;-0.595703;0.815918
0.131348;-0.529297;0.866211
0.137695;-0.519531;0.835449
0.133301;-0.620117;0.724121
0.130371;-0.690430;0.702637
0.123047;-0.619629;0.732910
0.164551;-0.608398;0.802734
0.245605;-0.679687;0.745117
0.157227;-0.626465;0.777344
0.075684;-0.557129;0.788574
0.070312;-0.631348;0.810547
0.090332;-0.626953;0.802734
0.104492;-0.621094;0.776855
0.099121;-0.678223;0.720215
0.071289;-0.671387;0.737793
0.108398;-0.662598;0.717773
0.091797;-0.706055;0.702637
0.036133;-0.723633;0.709473
-0.007324;-0.716309;0.720215
0.016113;-0.741699;0.699219
0.056152;-0.731445;0.689941
0.041992;-0.725586;0.704590
0.045410;-0.701172;0.716309
0.050293;-0.720703;0.711914
0.050781;-0.725098;0.691406
0.041504;-0.716309;0.700195
0.059570;-0.716797;0.694336
0.045410;-0.751465;0.683594
0.037109;-0.747559;0.669922
0.037598;-0.748047;0.677734
0.028809;-0.740234;0.677734
0.044434;-0.752441;0.680664
0.050781;-0.746582;0.680664
0.053711;-0.762695;0.663574
0.072266;-0.743164;0.650879
0.072754;-0.740723;0.668945
0.058105;-0.758789;0.651367
0.057129;-0.764648;0.649902
0.052734;-0.765625;0.645508
0.053711;-0.767578;0.644531
0.055176;-0.765625;0.648926
0.056641;-0.769043;0.655762
0.051758;-0.763184;0.644531
0.063477;-0.752441;0.657715
0.058594;-0.768066;0.652344
0.052246;-0.764648;0.644043
0.061035;-0.764648;0.649414
0.057617;-0.769531;0.654297
0.051758;-0.778809;0.651367
0.055176;-0.764160;0.636230
0.058594;-0.761230;0.650879
0.066406;-0.773926;0.637695
0.063477;-0.774414;0.629883
0.061523;-0.768066;0.634766
